Label,Text
__label__2,"real life saver : received book ex - wife divorce . thought crule joke . reading life 101 book realized given great gift .. like book states , parts pertain time , wonderful refference later ... purchased 15 books . given away .. usually buy start rereading relates chapter book point thing know goes book ... price easy away ... mr bill"
__label__2,"wait , wait - gets better ! : people start reading book 100 pages realize going fast . advice reading . gets better , interesting . ending good , upped review star.ac"
__label__1,"son finds annoying : 2 year old son huge thomas fan . dvd long introductions story children adults interviewed - son care . wants trains ! portable dvd player , big pain try fast forward past introductions , ( ) ends frustrated . advice - pick dvd ."
__label__2,"wonderful , wonderful : thank , erika vause , positive review ! absolutely love book ! heard novel , considered reading plot simply interest . read academic english class ( 10th graders ) absolutely astonished ! ! magnificence book -- themes guilt redemption powerful heart wrenching -- ignorance peers . obvious dislike sprung fact understand ! , -- read book ! sorry ! promise ."
__label__1,"disappointed : know good reviews . purchased reviews gone trash . awful smell wo away . like burned plastic smell . way big . rotating beads . hand shaft , squeeze feel rotation . buy ."
__label__2,"fractured family story : story sad initially turned ok end , think sad families respect like ."
__label__1,"inconsistent charging purchase : cord , returning twice ( year ! ) . cord charge consistently , makes screen flicker , music videos skip . fiddle cord 10 minutes charge . believe , worth lower cost - expensive actually works ."
__label__1,"durable . : great halloween costume . , daughter tried , straps leg covers broke mask tight . good time use . daughter enjoyed ."
__label__2,"great ! : enjoyed waist cincher ! corrects posture , makes look slimmer!however , think stretched bit ... lost inches !"
__label__1,"wow , mess : read beats beats , eventually going come william s. burroughs . voice 1950s , post world war ii . drugs , longer harder deeper . shocking squares living pathetic working class zombies . page , man . strong , unique voice imitated decades later.unfortunately living - century , relevant fins cars . convoluted , drug paranoia created mythology time space travel shocking images sex death . story ."
__label__1,"personal opinion economics : read like story facts , got book guy politics giving opinion . policies tend agree , hard time reading entire book ( , got way ) swung way direction . like reading opinion love book , like like cold hard facts leaving making opinion , buy book ."
__label__1,: sure missed lot journey.the amish backwards group misfits encountered.where kids beat ? wives talked belitted ? animals beat starved ? thought . maybe trip ... tell like . think book . true
__label__1,"believe published : talk junk . publish somethng like ? published unheard publishing company lakewood , ohio ? garbage published ? find books published "" - called "" publisher . kind religeous tracts tye stuff . earlier reviewers lready hit faults book . book indicates permission obtained aol use postings , abot individual posters ? simply username e - mail address header ? embarrassed friends family stumbled recognized postings . postings assumed certain degree semi - privacy ? shame aol shame - called author simply copying months months postings copying manuscript getting published "" book "" ."
__label__2,"glorious story : loved whisper wicked saints . story amazing pleasantly surprised changes book . normaly romance novels , world raving book bought . loved ! ! brilliant story true . book wonderful told friends read . typical romance , . reading book crime , becuase missing heart warming story ."
__label__2,good boots : comfotable fit loose . use heavier sock works fine . recommended buy .
__label__1,buy original version : version include gruesome illustrations original haunt . book controversial uncensored gore terrifying images . version compromised fluffy camping - trip stories .
__label__2,like book . : book castle attic good book.my favorite william defeated alastor . good castle attic . william trying alastors kingdom dragon distracting bad visions . recommend book anybody likes exciting books .
__label__2,useful : handbook years book helped bunch papers college .
__label__2,"definitely fun , frustrating ( good way ! ): children toy , obviously . , , great gift nice bottle wine puzzle - loving adult life . bought sister found bit challenge bottle , liked able solve easily . provided challenge , enjoyed newly freed wine . displayed wine area needs try come dinner . good conversation piece !"
__label__2,"puritanical ostracism : "" easy "" explains best . relate way robot . greatest book ."
__label__2,"reasonable price , helpful , succinct : expensive albers ' book color good . arrived promptly , great condition . useful color theory class ."
__label__2,"kerouac finest , blissful novel ... read ! : yes , "" road "" gets attention , follow - work far gorgeous uplifting ... sleeping beach climbing mountain , flowering buddhist consciousness , jack takes reader . filled plenty movement , bohemian idealism ginsberg snyder , self - discovery , joy , etc , simply jack shows fully alive love magic experience . "" dharma bums "" soars high "" big sur "" dives depths agony . read book , feel beauty life anchors ."
__label__2,"good deal amazon : bought 20 pair boots past 6 7 years . usually buy 2 pair time wear work good.even buy buy half price stores price far cheaper else.they comfortable , waterproof , long time light weight ."
__label__1,"item nice color : rod flimsy stall shower stay 10 minutes curtain . times fell . returned . color nice , extremely thin ."
__label__2,"greek time travel : interesting engrossing book greece ( including surrounding islands ) helps connect historical world ancient greece scenery people found today . ( reading map atlas handy definitely enhance experience).the half retells story odysseus journey troy , special emphasis sites know today ( great preparing trip greece - especially interested getting handle names significance islands ) . second half emphasizes personal stories author travels visits greece bring life land , people , personality culture greece.fascinating enjoyable !"
__label__2,gun digest : book bought gift brother . likes pleased speed delivery service .
__label__1,"worst movies : hey m open wrestlers acting movies . rock , hogan bit . enjoy wwe movies ... plain bad . cena worst actors starring role movie released theaters . attack chris gore best said tried hide bad acting bunch explosion action . storyline bad million times . guy girlfriend / wife kidnapped tries . wwe easily found better . skip movie . fact favor , buy dvd destroy witness horrible movie . 0 . movie good"
__label__2,good value : love curve large bottle good value . highly recommended .
__label__2,book value : classic book read virtually high school student america ; bargian price
__label__1,"water proof : waste money buying tent . went week - long camping trip , second night , rain storm . rained tent . rain fly , water dripping ceiling , sides . dissapointed , mention soaking wet . plan returning asap ."
__label__2,"favorite classic : anybody enjoys book read scarlet letter library . classic , - anybody values concept reading . like time , read second chance . read times gets better time . cherish book ."
__label__2,"great gift : bought particular zen garden younger sister enjoyed . love tools come . problem small feet came . younger sister happy receive , said ."
__label__2,older craftsman garage door opener . : older craftsman garage door opener . replaced gears garage door opener work right . foot stop . looked information possibly wrong suggested rpm sensor assembly probably needed replaced . replaced works like charm . cheaper buying new automatic garage door opener .
__label__1,"think twice buying player ! : purchased player august worked fine 4 months , play . intent use primarily plane flights . suddenly reason , unable easily insert earphones player . little effort , finally able insert earphone , sound.i contacted sandisk disappointed response . player 1 - year warranty apparent sandisk attempting discourage replacing defective products making purchasers jump hoops test product prove defective immediately fixing replacing . player wo work advertised , inconvenienced result.in addition , senior service person supposed contact problem , . purchase sandisk product future -- difficult deal warranty problem !"
__label__1,"book incredibly boring ! : - time boring books . recommend reading . introduction incredibly long , incredibly boring . , sort plot book . personally fell asleep different times reading book . higher expectations book . looking classic read , recommend count monte cristo , book ."
__label__1,"super ... cynical ! : paramount soared new heights "" vulture - ness , "" patiently sitting branch sap buy blu - ray conveniently swooping said saps 3 - d release . ( remember thor hit theaters 3 - d movie , think , paramount release strategy . ) resist strategy fellow - saps . movie solid 3 ( couple weak plot lines) ... release strategy gets rated weak 1 ! !"
__label__2,"great movie ! : great movie childhood ! looks great dvd . thought look like old movie , ."
__label__1,"old silly : strictly tourist rag . waste time . looking basic introduction voodoo , try laennec hurbon voodoo : search spirit ; voodoo & hoodoo jim haskins ; sallie anne glassman vodou visions ; leah gordon book vodou complete idiots guide voodoo ."
__label__2,"pretty cool : let hiphop(real hiphop , slug , atmosphere , etc ) . latelly checking euro scene music(i know bought bmw influencing lol ) . like chick(not cute ) cute beats catchy . music makes wanna drive fast . older get(30 ) , listen beat complete way music . liking goldfrapp stuff . cd girl(while secretly ripping zune ) . right working overtime check europe stuff(not better america , different obviously european visiting . good catchy cd , interesting use instruments keyboards . mention cute little thing . check videos trip ."
__label__2,perfect grandchildren : lots grandchildren getting older bed comes handy . raised easier sheets . glad tried .
__label__1,"cliche , lacks literary value : probably cliche novel written . boring english . fail !"
__label__2,good ! ! : like product . power code nicely kept unit worry losing power code . kids love friends come sleep . quick easy use .
__label__2,"hot , funny romantic comedy ! : enjoyed new author ! hero heroine pretty evenly matched came wits , sex hot ! add jobs , strange case dog , medical mishaps , thought funny riot ! glad hea !"
__label__1,"nt worth : bought pink rubber squeem seperate cotton cloth . worked , wonder dint buy ended . product hurts left hip got scars left hip .. :("
__label__1,"gave waist , pushed fat : product "" supposed "" waist , kind redistributed fat . waist super tiny , ( ) bulged like crazy , ended looking oddly proportioned . husband thought looked little like arthropod , definitely sexy curvy lady wanted ... guess product worked ladies , , looked unnatural odd ."
__label__1,waste time . : care classic . went . point . bring care happened characters . enjoyable read .
__label__1,"buying cuz pearl jam ... : ramones meet ac / dc . live record song covered pearl jam . great recording . songs good , hear studio versions . looking buy cause pearl jam song .. waste money . good band production good !"
__label__2,"danelectro dj-20c rocky road spin speaker mini effects pedal : pedal cheaply sounds terrific , makes cheap organ sound half decent.it leslie effect mess settings little.it smells burnt rubber cheaply apart , highlyrecommend keyboard use guitar . price good forwhat danelectro effect pedals . received jax music supply , llcwho great deal , fast reliable service ."
__label__1,"playable 1 hour 30 minutes : dvd playable 1 hour 30 minutes , picture stopping going keeps way ."
__label__1,"buy : save money . pure hype . listen station , wade audio clips figure liked . listen pop , useless . gadget buy cd web site ."
__label__1,"looks like cover . : interested different cultures , thought book interesting window people thoughts . instead , open find swearing cat ( uses f word ) denigrating religion showing religious people hypocrites , lame stereotypical way . interesting , interesting . suitable children , lot adults want bothered kind disrespect vulgarity . wish warned tried read book ."
__label__2,"excellent book , especially working people : provides yoga - based stretching exercises great people spend lot time working desk sort sedentary occupation ."
__label__1,"basic math science , mgm ? : mad max escape new york titles consider essential bd collection , buying present state . , ask ? let simple science maths : science sense positing fact : watch discs 50 "" plasma television , listen receiver decodes 7.1 channel lossless soundtracks hdmi ports.hence , blu - ray + dvd = getting money.it simple , mgm contemplating force - feeding consumers refer holdback format . imported alice wonderland iron man 2 amazon.com locals tried force buy dvd . uk amazon offers mad max escape new york force - fed dvds , guess getting money?dvd dead . face . died day bd spoke offered experience progressive television ."
__label__2,"tired ole christmas ? classic inspire ! : course , grew listening ramsey lewis collection open bedroom door parents decorated house way magic christmas come ~ sounds christmas intimately woven fondest memories childhood . word ! listen , experience piece lewis recreating old stand - bys , striving expression experience christmas , thrill . listen , long season past , excited ."
__label__2,"great info ... especially disney cruise line : looking book information disney crusie line children . taking daughters ( 9 13 ) disney wonder february 2001 , looking insight travel agent . book explained check disney resort boarding ship .... explained activities available children dining schedules . definately recommend book looking information looking ! ! ( information disney kids ! ! ! )"
__label__2,"good day trojan ! : terrific stuff . southern california college second greatest college football tradition times , book describes , long layoff , pete carroll returned trojans previous heights ."
__label__1,"poor quality incorrect : item stated look like stock graphics , picture item looks like . nt count good quality product"
__label__2,"harmonious hollies : self - titled effort british band offers masterful harmonies track album.the trio allan clarke , tony hicks terry sylvester share compositions , exception album biggest hit , air breathe , written albert hammond.the real misstep obvious long cool woman clone , day curly billy shot crazy sam mcgee , copies lcw opening guitar riff . , remaining tracks offer enjoyable examples hollies vocal musical expertise.in addition aforementioned air , like airy mystique pick pieces , harmonic rock shame game , transatlantic westbound jet , let . ballad - wise , let sharp 50ish doo - wop sound love makes world round nice change pace.overall , enjoyableslice 70s pop ."
__label__1,"cheap plastic parts , poor quality : machine decent job cleaning works , breaks way easily price , built justify fixing . cheap plastic parts . consider disposable buy ."
__label__2,"boots husband wear : boots . husband wears work loves . hold day wear , got year+ pair . says comfortable ."
__label__1,stupid student review gabriel c : romeo juliet story lovers meet sight . biggest problem families fighting hate born . started romeo depressed day moping feeling sad time loved rosaline love . day romeos cousin told party rosaline left romeo saw juliet followed house exchanged thoughts decided married secretly . come plan pretend juliet died married planned failed ended killing . play stupid sucks read point reading play taking time .
__label__1,"seriously flawed : line , flaws author thinking . example , chapter 11 ( tariffs ) , author argues imposing $ 5 tariff import ( sweaters england ) ends costing . add $ 5 duty received equation . argue import tax analyzing happens revenues tax ? chapter stated exports equal imports , quit reading.in short , agree author analysis costs / benefits focus narrow . , trying expanding analysis ' narrow ' , author analysis fact narrow ."
__label__1,"small work : small compared thought , work got"
__label__1,"avoid ! : returning malfunctioning hp960c printers frequent paper jams , bought hp940 hoping work better . worse . paper jammed shredded second page . took great deal time print document . tried expensive hp paper paper jams continued rate . unable print envelopes repeated jamming . clear paper feeding mechanism defective hp printers.we've hp printers years problems . loyal hp fans ; , return printers past weeks . unacceptable . returned hp 940 bought canon s630 . far , problems canon -- relief !"
__label__2,star price : surprised days use tell change pore size harshness astringent . real quick & easy effective non - irritating skin program follow . wish came larger sizes bring price point . cost factor future purchasing w/o coupon gold box discount . actually like try entire line - hope featured frequently gold box friday sale .
__label__2,"sansa view rocks ! ! ! ! : model sansa view mp3 came 2005 - 2006 . remains durable & perfect working condition . store music pics issues . mp3 player bought iphone year ( 2011 ) . , use sansa view gym light weight ( arm case goes working ) . highly recommend looking quality mp3 player . purchase download music web - sit gives purchase transfer music windows media player pc . cool ! ! !"
__label__2,"great results , effects ... : "" spare tire "" waists , , hourglass shape ... results like shapewear ... come effects ... wore work 8 hours , took find skin grayish color ( black ) lines ( turned bruises ) sides lower folded sitting ... like way gave trimmer waistline , day wore camisole comfortable . experience , , incentive exercise fit depend "" "" look trimmer ..."
__label__2,"maximum minimalist soundscapes unfold : like math rock / instrumental indie rock i.e : paul newman , tortoise , don cabellero , dianogah , triseza , godspeed black emperor highly recommended . vocals pure melodic builds peaks . good deep bass lines fantastic drumming ."
__label__2,little critters : books ordered excellant . grandaughter read times day . happy w/ .
__label__1,awful : wish read reviews . idea bad sound quality bought .
__label__2,"west coast - forever c - o - o - l ! : ok , album ( whoops - gave age away ... sorry , cd ) dated . ? things forever relevant enjoyable , dated . bought album 50 , lost line , discovered cd . advice jazz fan buy ! better example original west coast cool . arrangements interesting varied ... section solo work fabulous . ( tiny ) objection wish jazz standards included . aside , wonderful addition collection wcj . way , buddy fairly recent cd called "" swing "" . ! old standards - kickin ' modern swing style . innovative , appeal snobbish "" swing "" purist ."
__label__1,"boring ice : usually enjoy thrill grand space operas . suspense . totally predictable . conflict svetlana bella tedious ; aliens uninspired . enjoyed couple books , far long uneventful ."
__label__1,"end haiku know ... : haiku english- bad . haiku america general vastly misunderstood verses volume . lines , , kigo , . looks , deduce "" poets "" gleamed knowledge haiku kerouac ( haiku fraud ) basho . experiment , conducted circle friends jotted thoughts sent . , avoid title care want learn haiku . amazon allow "" 0 "" stars rating items !"
__label__2,"children like book : children ( ages 5 - 10 ) love book . read book hospitalized teenagers ; read oedipus finished story heard chorus "" read again!""i noticed reviews posted book unsuitable children , wonder reviewers actually tried reading book ."
__label__1,"official company biography -- dated , aging , interesting . : official history giant utility serves northern central california . written 1950 , company ( official biographer ) heedless changes future held store energy industry overall ( utilities particular ) end unbridled growth development state california . coleman real booster pg&e . want pr line , generation build company 1930 1950 , reference book want ."
__label__2,"! ! ! : good!! .... usually figure , time . complicated twists turns . great read ! ! !"
__label__1,read book ! ! : book sux ! cares pearl anyways ! shoot head die boredom ! ! !
__label__1,"junk ! ( says china product ): people stop digging lowest possible price ? paid times price quality product . pumps check valve holds air rocket failed . push pump air sucked rocket pulled pump . mounting nipple snapped releasing rocket clamp . worked ! like find works , look ."
__label__2,"good deal fast shipping : bought book good condition . , received week , nice ."
__label__1,"disappointed , angered . : hard believe book released major publisher . rife misspellings grammatical errors . thin index useless , close examination reveals list author friends nicknames ."
__label__1,"maybe coffee beans . : bought gift wondering fit coffee grounds room filters . thought maybe filters lid . , coffee beans small . filter holder takes container kind rippled filters use . holds ones flat . person bought ended lid utensil holder ."
__label__1,"listen ! : absolutely awful.i watched christmas special effort . think bad christmas movies , santa claus ( 1961 ) , santa muscles , santa claus conquers martians charlie brown christmas.i believe won emmy , hollywood famous tv award ! drugs order recognize such.i beggar listen ! christmas classic , lying . christmas movie touching perfectly innocent tree , teasing c.b . christmas tree , lucy end saying dialogue try forget:""charlie brown blockhead ... gave nice tree . ""something ed wood perpetrate , highly professional opinion ."
__label__2,"good price quality . : fiber optic ( cable ) paired startech.com 10/100 fiber ethernet media converter multi mode sc 2 km ( mcm110sc2)startech.com 10/100 fiber ethernet media converter multi mode sc 2 km ( mcm110sc2)and loss signal , bends run expanded ."
__label__2,"excellent : book gives thorough discussion practical implementation transactional ananlysis "" ok , ok "" theory.it read transaction analysis want imporve leadership skill.please remember come review vote purchased book read form cover cover.p ."
__label__1,review mni magnetic s & p set : salt mill pepper grinder work . takes forever salt pepper squeezing handles adequate . blades crunch s&p sharp ? disappointed product .
__label__2,"book great ! ! hestitate ! : book wonderful enjoyable , like night world books . smitthen books composed poem it.this book greatguranteed eyes redreally , lyingyou swimming"
__label__1,"! : thing son wanted christmas . hesitant thought bit pricy . want disappoint son bought . true , look face worth money toy . took long time thing lean wall stand . uses supposedly "" cool "" features piece falls . son long attention span play toy half hour moving . toy frustrates minutes ."
__label__2,"welch allyn thermometer : health condition requires frequent monitoring temperature . inexpensive thermometers inconsistent replacement batteries hard find . sure temp plus 690 costs , accurate , easy use aa batteries purchased . feel confident readings . lit display nice , essential . probably run batteries faster . recommend item needing fast accurate temp readings ."
__label__1,"amazon needs sort weinstock huneker : book listed weinstock author , huneker author . weinstock wrote forward . wrote book called "" chopin : man music "" . weinstock listed secondary author , primary author ."
__label__2,"= ^ ): cute ! years m love charactors reruns fun watch . season company great , definatly worth $ $"
__label__2,"best cookery book ! : book buy vegan vegetarian friends family members . easy read use ... great recipes handy hints novel layout - best tastes delicious ! vegan recipes healthy tasty ' original ' book ! bryanna book filled recipes ranging basic cooking instructions exotic desserts ... yummy relatively easy make.as added bonus , bryanna gives lists mail order resources hard find items - especially valuable like live rural area easy access health stores.if buy recipe book christmas season , ! stars !"
__label__1,defective twice : macally charger g4 month died stopped charging computer . amazon replaced product second lasted day . returned apple charger .
__label__1,costs $ 10.89 target online : costs target wo buy bad reviews amazon . buy bigger canister find right .
__label__1,"silly cover : liked single "" know "" , decided check out.the songs productions sound flat unimaginative , new exciting here.i nt remember songs . sounds like needed throw fast ... rap chuckle ."
__label__2,"essential bluegrass ! : fan dolly parton , huge fan bluegrass . dolly shown versatility delivering essence bluegrass , adding unique voice harmonic orchestrations . album buy bluegrass , dolly parton , folk listener.p.s . halfway listening album writing !"
__label__2,"love : love pur , great songs . glad . german , understand words , makes different . danke , pur , fuer eure grossartige musik ."
__label__2,classical perfection : tess d'urbervilles possibly favorite classic . thomas hardy brilliant writer evidened novel . read . free amazon . fall love tess curse life dealt .
__label__1,"magnifying glasses ! : good collection poe short stories , pages crisp typeface clear , type , , small ! getting older , need glasses hardly read word eyes begin cross ! understand book manufacturers anymore . typeface illegible , paper poor letters blot , print teenie tiny . books supposed read ? , strange , chapters nt seperated . story runs starting new page ."
__label__2,love book ! : son checked book public library loved ! upset decided look online . love mexican food / culture thinks funny knowing original song!i happy found birthday !
__label__1,"hate new format : nt realize ordered type turned ways . bought gift , sure it.i guess like format , nt ."
__label__1,"shameful : author funded big industries explains selection certain topics huge bias reflects . matter good reviews bibliographic citations appear , ideas expressed reflect corporate interests scientific knowledge . look source ! ! research people funds come tell little bit real issues ."
__label__1,"durable : toy pain , worse stay . elevator wo work , forcefully pieces . people reviewed toy , complaints , bought , nephew wanted . glad paid $ 15.00 , worth . pieces came , nephew got chance play ."
__label__1,"queensryche & seattle suck : performance pure garbage . unfortunately pathetic . audience old geezers watch group geriatric - beens . sound awful , performance west story ridiculous , hatred america sad . halfway , singer having trouble hauling fat * ss stage . sounded like exhausted pig , gorging trough . bad embarrass performing people , actually recorded disaster . think sell crap ? ?"
__label__2,"pop power 1974 : amazon review wrong ; 1974 lp gets confused 1965 lp , mainly simply titled "" hollies "" . band reunion lp allan clarke , best ' 70s , delightful tunes "" falling calling "" "" run "" , featuring harmonica . lp generated hit , "" air breathe "" mystery ; equally commercial - sounding . unfortunately , happy atmosphere short - lived , albums followed workmanlike affairs , general lack musical direction . matter ; hollies great pop bands , best moments ."
__label__2,"classic novel contemporary message : hawthorne masterpiece beautifully written skillfully constructed . message subtle , pervasive : people punish "" sinners "" far noble punishers . judge , lest ye judged . best ( worst ) , story wonderfully applicable contemporary life . president clinton ought wear big scarlet letter ' ' chest rest term ."
__label__2,dali da man : book awesome ! dali doubt greatest artists 20th century ! smoked bud doubt ! ! hehe
__label__2,love . : job feel tightness . thanks making change big difference . recommed buy .
__label__2,found better ... : product manage hair making stiff sticky .
__label__1,"characters unrealsitic bad attitude : understand clarence day , good author , wrote wretched book . father vulgar , treat wife disrespect . people find homor , enjoy"
__label__2,style knowledge alan : book excellent source knowledge information . information relevant today timeless . deep level knowledge sight industry business real feast novice.would recommend man interested clothing image . value representing self best ability.colt 45
__label__2,"pretty fricken sweet : know movies , looking page , probably love . line , 6 classic campy dvds , cases , good price . dvds hard find - personally looking return horror high time , decided set . worth money - wo disappointed ."
__label__1,"itchy : washed time . day wore , found skin itchy place stomach . feel heat body trapped ."
__label__1,ryan daughter : dvd fine - useful explained regions change dvd program watch dvd .
__label__1,"expect pay : price cheap majority craftsmanship . , belt package bought new ."
__label__2,"peek fun ! : got gift year old . loves ! tries hard little things blocks - obviously fails . loves , jiggle , noise - adventure!the year old loves incorporate alphabet easily identify items inside : b - banana , p - penguin , u - umbrella , z - zebra.bonus - 1 y / o gets frustrated pry items block matter hard tries , usually flings . 3 y / o tends use build walls towers sole purpose smashing toy , dropping high places . stepped . tolerate treatment ."
__label__1,"terrible : bought thing names songs new york spanish stations . checked , double checked , called customer service , got incorrect song information . maybe radio stations fault , maybe e - marker fault , know work ."
__label__1,"guys ? : oh man . know guys . dogs , cats , 5 dollar bills ? idea . wish look movie 80 years future futuristic space people busting boos vacuum cleaner . mean symbolism magnificent , vacuum cleaner represents struggles mankind end racism boos represent strom thurman . beautiful masterwork takes certain narron / dorinsky - esque look retarded reading review ."
__label__1,"reads like book 8 12 year olds : enjoyed 100 pages king rat expected good things remaining chapters . novel goes downhill reader forced learn peter marlowe , character suspect supposed admire complexity . dialogue prisoners forced sub - plots marginal interest . found skimming final novel , concentrating painful.with 4 1/2 star rating , prospective reader think buying "" brothers karamazov "" . goes books amazon suffer ' grade inflation ' . novel commanding 4 stars , left differentiate great novels ?"
__label__2,"impressed far : got today right box . like said , takes minutes . wearing 5 hours love . covers needs covered ( long - waisted ) . stays , love . comfortable . makes waist look great flattens stomach "" pooch "" . comfortable sit . best , instant posture makeover easing lower pain providing support . looking forward wearing long time foresee black future . wonder wear runs ? hmmm ... : size 31 inch waist medium fits perfect loops . measurements order . hopefully , lose weight ( running / training program ) cinch tighter loops little use . ... size small ! love !"
__label__2,intex twin airbed : beds arrived quicker expected . comfortable blow quickly . getting air duffel bag took little work fit . easy travel visiting friends .
__label__2,"incredible ! : young female singer quebec ( mexican parents believe ) powerful album ! album know world . love cd second listen ... maybe 2 ou 3 , ! music good , makes sing dance ! lhasa album , working actually . miss , pass , mistake ."
__label__1,book incomprehensible : book anthology 19 stories . like hard mental picture head . read paragraph . comprehend !
__label__1,standards : nearly good usual work hoping hear forget pale comparison authors style
__label__2,"kept glued . : nappily afer outstanding book . book day straight . khandi reminded lot black women know , beatiful insecure selves . glad venius found end . understand love woman want force man marry way . guess learned thing way women think reading venus ' thoughts . intresting book , looking forward reading author novel ."
__label__1,: thank u enjoy rate waste money
__label__2,"good : magazine read regularly college ( 25 years ago ) read . great articles kinds issues try cater black women ages 20 55 easy . lately , little flat -- terms magazine size depth articles . renewing year hope improves time"
__label__2,wife loves little guy : 2nd . lasted 2 yrs wife sad passing . 2nd satisfying 1st . wonderful item : )
__label__1,"horrible bed : bought bed end air mattress available guest stay . took box shipped month arrived set day guest arrive . sat unoccupied room night- slept lost substantial amounts air . air leaked out- visibly noticeable . imagine air leaked person slept . horrible product . past 30 day refund amazon hold 20 minutes waiting speak intex rep , gave . seriously throwing money away purchase item . slept on- period- unusable ."
__label__1,"hopeful , . . . : hopeful mattress work , having read mixed reviews , stated , mattress held air days started losing air night . son turn air pump ( night ) order able comfortable night sleep . generally speaking think air mattresses thing , purchased local k - mart , going tomorrow problem ."
__label__2,"way cool ideas ! : beautiful book . love : crisp photography , nice paper , great ideas , abundance inspiring bon mots , lots resources listed book . flipping pages , wanted jump sofa begin journaling ! . felt little overwhelmed creative journal pages saw . know people amazing ideas . wish mind half fertile works featured pages "" making journals hand . "" , , continue enjoying visual feast covers hope divine intervention sofa craft room create fabulous rememberance , featured artists . like books , paper , art , rubber stamping , writing , color , cool ideas , peeking people journals , buy book ."
__label__2,job : recommend itit slim waist line clearly cleanly.hope buy beige color . little cheaper
__label__1,"disappointing : read bayer novels enjoyed . hearing novel won edgar award eager read . ... thin year edgar nominees . book severe letdown . totally unbelievable got sillier ridiculous pages read . honestly , believe bayer want print . novels , ones written david hunt , good . reads like work amateur comparison . miss ."
__label__1,"trash goes ! ! ! ! ! : hello ! woman nearing 60s , waist certainly getting smaller ! purchased product hopes shrink - growing belly . accommodate girth , bought squeem "" magical "" lingerie shapewear xxxxx - large , largest size available . , bit magic ya , sisters . second snapped hooks , tightness unbearable . felt like squeezing waist fat straight giant ass . fortunately , discomfort long , hooks flew ruined squeem altogether . things need come larger sizes . worthy 1 star . worthy steaming diarrhea ."
__label__1,"buy : dvd documentory , alot talking little music . thought concert . talking"
__label__2,need understand german : stephan sulke germanys songwriters story tellers . understand german language privilege enjoy music lyrics fullest . songs album truely best . comming artists heart life storys songs bitter humor . recomend cd .
__label__1,"science fiction pushed limit ! : writing spoiler - alert review people seen movie : time michael bay pushed science fiction limits credibility , lost me.i alien robots flying place destroying path , girl guy job , cheating alpha - male billionaire boss ? -absolutely way!!!now , michael bay credit : acting special effects incredible . specially scenes riding sam old deplorable car acting like big deal . scenes look real ."
__label__1,"spanish audio subtitles 2 & 3 : good fun movies nice compilation ... spiderman 2 3 offer audio subtitles spanish . like need , buy version . look individually version subtitles ."
__label__1,junk : son saw new tv wanted new batcave . original impressed size . let fool . built flimsy . parts fall apart easily . elevator proper batman dolls . cardboard backing falls . stickers pain . spent 2 hrs x - mas eve putting cave . son stuck corner . fun lining action figures couch imigination toy . . original batcave better . smaller better .
__label__1,"dark day moon : problem understanding causes degree destruction transformers merit planet . shia , makes want hurl time roles . thing liked holes ."
__label__1,"tribute -- disgrace ! : disgrace rem work good quartets . idea enticing , quartet execution awful . truly terrible . dull . choppy . uninteresting . . boring , stand listen long bored . bad compelled log website money . quartet -- understand . advertised "" string quartet tribute r.e.m . "" lists players . maybe better , doubt , arrangements bad . sorry , cd truly awful !"
__label__1,crappy acting : looking forward new movie mad found megan fox got booted knew hard replace cuz s beautiful storyline wiseman messed things sooo diff story wise towfirst hate girl yeah s hot nt fit megan poor hot girl nt mind getting dirty fighting girl spoiled rich girl afraid break nail type s background love suppose believe s head heals wants marry her?also acting sucked sha laboufs thought speed movie talked way fast way overly drmaticthe beginging middle movie lame tried way hard funny transformers great times like unentional jokeshowvere middle end movie excellent
__label__2,"- children library : ordered book grade curriculum son . everyman titles wonderful-- beautiful binding , heavy pages , amazing illustrations . disappointed book . kind book read hopefully pass generation . hawthorne rendition myths fables classic engaging , rackham illustrations worth price ."
__label__1,"nineteen folktales south central america : children book collection nineteen folk tales collected retold author travels central south america . book won 1925 newbery medal best contribution american children literature . oviously minority opinion : awarded book stars . simply found boring . , obviously good resource south american folktales . enjoy material like book i."
__label__1,"information needed : senior senior , careful pop - enticements understand . way view movie wanting long time . know dvd blu - ray , . reaching question near impossibility sales - mad world . saddest thing found area movie exchange opportunity view . disappointed old lady"
__label__1,"great : guess good foot surgery wanted place lose protective bandaging , boot cast . impression tall reach knee . 4 "" ankle . wimpy , probably hold washes ."
__label__2,"dr . bernstein great ! ! ! : dr . bernstein type 1 diabetic sympton possible . figured "" diabetes code "" clearly explains control diabetes . cure exactly opposite medical establishment . educated engineer , medical doctor late life . book designed educate impress smart . buy it.david smith"
__label__2,"good album : fan nightwish introduced amazing world gothic rock / operatic rock music evanescence ( like band , like band ) . album theirs bought greatest hits album , "" highest hopes "" . adding previous albums - growing collection gothic rock cd . faithful tarja days ... newer singer . believe "" wishmaster "" good album essential addition fans nightwish , albums "" "" , "" oceanborn "" "" century child "" . love songs "" wishmaster "" found "" highest hopes "" . listen album straight skipping songs . , , "" "" "" holy grail "" nightwish albums , earn stars ... 5.5 possible ."
